Home ID,Appliance Type,Energy Consumption (kWh),Time,Date,Outdoor Temperature (°C),Season,Household Size
169,Microwave,0.64,22:13,2023-12-04,30.6,Fall,4
80,Microwave,0.8,14:20,2023-07-17,12.3,Summer,4
58,TV,0.6,21:55,2023-10-21,35.8,Fall,1
151,TV,0.91,08:53,2023-07-01,1.8,Summer,5
259,Air Conditioning,4.83,13:53,2023-08-18,36.8,Summer,5
214,Microwave,1.26,19:01,2023-04-18,33.3,Spring,2
192,Dishwasher,1.26,15:33,2023-04-26,37.0,Spring,5
151,Microwave,1.4,05:07,2023-05-03,33.6,Spring,4
23,Oven,1.54,17:40,2023-06-30,21.0,Spring,2
284,Washing Machine,1.63,07:48,2023-01-14,5.1,Winter,1
106,Oven,1.03,03:47,2023-07-09,-1.5,Summer,3
362,Dishwasher,1.97,02:42,2023-01-13,19.9,Winter,5
364,Oven,1.78,17:36,2023-12-24,-0.5,Fall,2
298,Microwave,1.85,14:35,2023-02-27,-1.2,Winter,2
57,Air Conditioning,3.28,06:55,2023-02-13,-2.5,Winter,2
467,Washing Machine,1.45,19:55,2023-10-25,16.9,Fall,4
209,Dishwasher,1.62,08:49,2023-08-16,11.1,Summer,1
160,Fridge,0.15,21:02,2023-12-25,7.7,Fall,5
101,Heater,4.83,10:42,2023-06-27,4.3,Spring,5
253,Air Conditioning,2.79,06:00,2023-10-24,-6.4,Fall,3
32,TV,0.86,00:39,2023-05-01,10.1,Spring,3
149,Washing Machine,0.68,20:03,2023-03-19,5.8,Winter,2
207,Heater,2.44,15:20,2023-06-11,8.7,Spring,4
286,TV,0.32,07:45,2023-11-11,28.6,Fall,5
315,Heater,2.07,18:23,2023-12-27,4.5,Fall,4
371,Dishwasher,1.39,05:50,2023-01-04,10.3,Winter,4
183,Dishwasher,1.59,02:52,2023-08-26,32.2,Summer,3
197,TV,1.46,17:42,2023-09-22,-4.9,Summer,1
469,Microwave,1.05,10:02,2023-06-11,20.6,Spring,3
171,TV,0.37,02:56,2023-05-09,31.7,Spring,5
42,Microwave,1.33,00:17,2023-04-20,25.3,Spring,2
10,Fridge,0.37,13:01,2023-09-03,11.6,Summer,1
109,Lights,0.48,13:01,2023-11-09,38.2,Fall,1
140,Fridge,0.18,23:52,2023-08-09,39.8,Summer,3
448,Washing Machine,1.83,15:55,2023-05-28,21.2,Spring,2
351,Oven,0.77,08:25,2023-02-15,22.4,Winter,2
367,Air Conditioning,2.0,05:18,2023-02-16,6.3,Winter,2
40,Fridge,0.45,01:53,2023-09-08,27.8,Summer,2
372,Oven,1.71,13:00,2023-02-08,8.9,Winter,1
375,Lights,0.83,15:20,2023-12-05,1.9,Fall,4
398,Air Conditioning,4.53,08:17,2023-10-07,26.9,Fall,2
102,Heater,3.65,14:56,2023-09-21,-3.4,Summer,2
437,Heater,4.62,14:12,2023-08-29,-10.0,Summer,1
417,Computer,1.35,18:13,2023-05-05,-0.5,Spring,5
32,TV,1.5,00:13,2023-04-14,23.8,Spring,2
8,Dishwasher,1.49,15:26,2023-04-22,24.5,Spring,1
214,Air Conditioning,2.94,21:32,2023-08-10,25.3,Summer,3
138,Dishwasher,0.93,06:06,2023-06-30,28.5,Spring,1
325,Computer,1.43,10:53,2023-10-31,-1.1,Fall,2
44,Dishwasher,1.56,07:55,2023-06-07,35.0,Spring,3
308,Fridge,0.39,06:59,2023-11-28,-0.8,Fall,3
303,TV,1.09,06:25,2023-08-04,11.7,Summer,4
485,Heater,2.31,09:57,2023-01-25,11.5,Winter,2
405,Oven,1.51,04:10,2023-04-30,21.9,Spring,3
69,Oven,0.95,14:43,2023-12-29,12.1,Fall,1
360,Heater,2.9,05:08,2023-07-25,31.5,Summer,4
443,Fridge,0.17,02:30,2023-05-26,-3.3,Spring,1
94,Air Conditioning,3.31,06:33,2023-02-25,34.3,Winter,1
77,Fridge,0.1,18:22,2023-12-14,29.3,Fall,1
420,Oven,0.77,15:49,2023-07-16,-9.0,Summer,1
196,Fridge,0.27,03:21,2023-12-18,11.7,Fall,5
467,Air Conditioning,2.21,01:39,2023-06-05,6.2,Spring,1
200,Air Conditioning,2.19,23:33,2023-09-19,26.9,Summer,1
365,Washing Machine,1.8,03:53,2023-12-08,18.0,Fall,4
300,Lights,1.92,12:53,2023-09-07,3.7,Summer,1
151,Washing Machine,0.71,01:02,2023-11-04,27.6,Fall,5
34,Microwave,0.94,13:24,2023-01-19,35.1,Winter,5
255,Fridge,0.44,10:11,2023-11-21,32.2,Fall,1
379,Microwave,1.37,00:51,2023-11-15,26.2,Fall,1
91,Dishwasher,0.95,08:37,2023-04-24,5.7,Spring,3
66,Fridge,0.19,12:27,2023-06-04,29.5,Spring,3
111,Air Conditioning,3.83,12:57,2023-04-19,4.0,Spring,5
351,TV,1.9,12:42,2024-01-01,26.0,Winter,2
234,Microwave,0.53,00:54,2023-06-22,5.8,Spring,1
308,Air Conditioning,2.16,10:11,2023-01-30,7.0,Winter,4
369,Computer,1.69,05:27,2023-08-28,-0.5,Summer,5
238,Washing Machine,1.34,15:38,2023-06-13,25.0,Spring,4
139,TV,0.3,07:38,2023-04-12,5.6,Spring,5
8,Oven,0.62,05:33,2023-04-26,-4.7,Spring,2
351,Dishwasher,1.14,16:11,2023-10-09,22.6,Fall,2
416,Air Conditioning,3.4,17:02,2023-09-23,14.9,Summer,3
348,Computer,1.2,20:04,2023-09-11,38.5,Summer,2
322,Heater,3.7,13:09,2023-06-30,26.8,Spring,1
137,Computer,0.89,01:43,2023-01-04,-3.4,Winter,5
58,Oven,1.23,10:44,2023-06-14,-6.2,Spring,4
104,TV,1.25,21:04,2023-03-23,22.9,Winter,3
355,Computer,1.41,01:07,2023-08-20,4.3,Summer,1
83,Lights,1.52,01:30,2023-09-17,-2.9,Summer,4
473,Microwave,1.98,00:53,2023-08-19,18.9,Summer,2
144,Oven,0.49,08:36,2023-07-14,-7.5,Summer,5
314,Heater,3.98,17:16,2023-11-12,-4.5,Fall,2
492,Oven,0.29,21:47,2023-10-14,37.7,Fall,1
157,Computer,0.96,18:35,2023-01-25,5.5,Winter,3
197,Air Conditioning,4.36,17:09,2023-10-02,0.8,Fall,1
264,Computer,0.66,16:02,2023-02-10,26.9,Winter,2
394,Washing Machine,1.16,02:45,2023-01-21,32.0,Winter,1
153,Fridge,0.35,22:39,2023-02-22,-8.0,Winter,5
278,TV,1.94,19:51,2023-07-19,30.3,Summer,3
181,Washing Machine,0.64,01:09,2023-12-24,6.0,Fall,4
377,Heater,3.6,01:32,2023-12-22,-0.3,Fall,4
63,TV,0.33,16:15,2023-05-04,-9.4,Spring,1
164,Dishwasher,0.27,06:33,2023-02-01,29.8,Winter,4
374,Dishwasher,1.32,00:13,2023-12-26,7.6,Fall,2
380,Dishwasher,1.36,09:23,2023-11-27,28.8,Fall,1
493,TV,1.47,15:13,2023-01-14,24.8,Winter,1
464,Heater,3.17,20:06,2023-04-05,27.3,Spring,1
19,Dishwasher,1.98,18:43,2023-06-08,7.1,Spring,2
29,Washing Machine,1.4,19:26,2023-08-06,39.2,Summer,5
494,Fridge,0.13,05:36,2023-12-17,39.5,Fall,4
190,TV,1.1,09:15,2023-11-19,39.3,Fall,5
89,TV,1.66,19:20,2023-01-19,20.3,Winter,5
322,Washing Machine,1.76,20:42,2023-07-26,15.8,Summer,4
148,TV,0.88,08:53,2023-04-22,15.3,Spring,1
144,Computer,1.86,07:35,2023-02-22,-7.4,Winter,1
359,Heater,2.33,22:35,2023-01-16,20.9,Winter,3
266,Lights,0.62,06:05,2023-10-10,33.5,Fall,1
278,Fridge,0.17,09:23,2023-02-14,-2.7,Winter,3
306,Microwave,1.48,20:15,2023-11-02,10.7,Fall,3
464,Heater,4.47,16:32,2023-09-17,17.8,Summer,3
340,Computer,0.54,10:57,2023-11-28,23.7,Fall,2
263,Lights,1.17,09:54,2023-07-23,13.8,Summer,3
305,Oven,1.21,13:42,2023-12-02,32.9,Fall,3
118,Lights,1.01,21:56,2023-04-17,-2.3,Spring,1
166,Microwave,0.78,08:57,2023-03-22,6.5,Winter,5
289,Washing Machine,1.69,04:42,2023-12-12,4.3,Fall,1
157,Microwave,1.89,17:29,2023-04-07,-6.0,Spring,2
131,TV,1.49,02:16,2023-08-21,6.1,Summer,1
81,Computer,0.87,23:10,2023-12-11,32.3,Fall,2
374,Lights,0.49,04:06,2023-05-25,18.5,Spring,2
7,TV,1.88,14:32,2023-07-28,-4.9,Summer,2
355,Oven,1.12,23:50,2023-11-05,12.9,Fall,1
329,Air Conditioning,2.99,00:16,2023-10-07,31.6,Fall,4
374,Microwave,0.85,01:13,2023-10-07,0.3,Fall,5
490,Computer,1.48,12:14,2023-03-14,-2.7,Winter,1
370,TV,1.97,23:29,2023-11-02,13.9,Fall,3
217,Air Conditioning,2.66,19:00,2023-06-04,20.1,Spring,2
132,Air Conditioning,2.64,05:26,2023-02-07,1.5,Winter,5
259,Air Conditioning,4.45,16:31,2023-07-14,1.4,Summer,5
173,Air Conditioning,2.4,18:08,2023-08-12,0.9,Summer,3
156,Oven,1.15,23:06,2023-11-04,34.1,Fall,3
305,Fridge,0.35,22:50,2023-10-21,13.9,Fall,2
350,Computer,1.59,06:52,2023-08-01,24.6,Summer,4
114,Heater,3.89,17:37,2023-12-09,-6.0,Fall,5
121,Air Conditioning,2.93,04:35,2023-12-18,10.6,Fall,5
60,Fridge,0.48,18:27,2023-05-18,1.9,Spring,4
67,Dishwasher,0.6,04:01,2023-05-21,17.0,Spring,2
142,TV,1.57,23:38,2023-06-18,18.6,Spring,3
493,Washing Machine,0.87,03:01,2023-03-22,-7.5,Winter,4
397,Oven,1.57,16:18,2023-02-01,-1.4,Winter,2
139,Washing Machine,0.92,21:19,2023-03-23,6.6,Winter,5
279,Lights,0.58,19:29,2023-03-14,18.9,Winter,4
136,Fridge,0.21,11:55,2023-05-31,34.9,Spring,3
439,Lights,1.89,16:40,2023-07-09,26.7,Summer,1
466,Computer,0.34,17:11,2023-02-24,34.0,Winter,3
296,Computer,0.86,11:00,2023-08-03,26.9,Summer,3
208,TV,1.54,11:25,2023-03-22,15.5,Winter,2
39,Computer,1.42,12:19,2023-02-13,-4.2,Winter,4
375,Microwave,1.71,20:56,2023-11-06,-3.5,Fall,4
454,Washing Machine,1.12,11:31,2023-04-20,37.3,Spring,1
357,Microwave,1.7,09:56,2023-07-22,5.5,Summer,3
410,Heater,2.24,08:17,2023-06-16,38.7,Spring,2
303,Microwave,0.62,02:34,2023-12-13,29.6,Fall,5
319,Microwave,1.69,06:32,2024-01-01,5.3,Winter,5
409,Fridge,0.29,17:27,2023-03-26,0.4,Winter,4
172,Fridge,0.48,05:23,2023-11-27,12.4,Fall,4
197,Heater,2.17,22:36,2023-08-20,-3.3,Summer,1
5,Washing Machine,0.9,22:58,2023-02-07,-4.2,Winter,5
325,Computer,1.48,01:52,2023-09-02,26.4,Summer,4
238,Heater,4.69,02:01,2023-09-22,30.8,Summer,3
427,Dishwasher,0.51,02:03,2023-03-31,38.8,Winter,5
470,Dishwasher,1.52,16:54,2023-04-18,20.0,Spring,4
28,Washing Machine,0.96,04:14,2023-07-31,13.9,Summer,5
349,Oven,0.7,21:19,2023-11-18,-9.5,Fall,3
11,Air Conditioning,4.31,00:45,2023-01-27,-9.6,Winter,1
480,Dishwasher,1.22,19:04,2023-10-25,17.6,Fall,2
402,Dishwasher,1.93,08:24,2023-02-05,26.9,Winter,4
73,Microwave,1.57,15:31,2023-11-07,27.8,Fall,5
489,Microwave,1.44,22:06,2023-10-01,-3.8,Fall,5
283,Computer,1.83,23:31,2023-03-01,26.9,Winter,1
76,Fridge,0.23,06:37,2023-06-12,23.7,Spring,1
248,TV,0.74,20:22,2023-11-11,3.1,Fall,4
44,Fridge,0.25,05:46,2023-10-12,2.6,Fall,4
490,Heater,3.14,22:53,2023-12-30,31.3,Fall,3
252,Air Conditioning,3.33,12:37,2023-11-23,32.3,Fall,4
56,Microwave,1.17,19:02,2023-08-12,8.3,Summer,4
42,Fridge,0.3,18:33,2023-09-25,9.5,Summer,3
302,Lights,0.41,14:15,2023-10-16,19.3,Fall,2
458,Microwave,1.17,10:43,2023-02-06,21.9,Winter,3
199,Microwave,0.97,06:44,2023-06-14,12.1,Spring,4
375,Oven,0.85,11:47,2023-02-19,33.4,Winter,1
240,Fridge,0.3,10:14,2023-01-16,24.4,Winter,1
216,Microwave,1.67,12:38,2023-10-01,3.9,Fall,3
205,Heater,4.12,13:30,2023-12-22,29.4,Fall,1
241,Microwave,0.92,09:32,2023-08-30,-5.3,Summer,2
447,Air Conditioning,4.89,11:06,2023-06-06,11.5,Spring,4
130,Air Conditioning,3.67,05:57,2023-10-05,10.2,Fall,3
409,Microwave,0.36,06:13,2023-07-06,-0.5,Summer,2
329,Washing Machine,0.97,11:37,2023-08-23,18.8,Summer,2
193,Computer,0.64,08:19,2023-06-11,-3.5,Spring,2
97,Heater,3.57,11:29,2023-04-29,9.7,Spring,2
232,TV,0.66,00:45,2023-05-19,-0.0,Spring,2
315,TV,1.42,06:41,2023-05-09,33.3,Spring,3
445,Lights,1.9,09:15,2023-06-27,16.0,Spring,3
500,Washing Machine,1.74,10:56,2023-02-14,38.0,Winter,3
301,Lights,0.31,22:47,2023-04-14,12.9,Spring,4
256,Computer,0.8,14:07,2023-12-17,28.4,Fall,5
323,Oven,0.9,20:33,2023-03-24,14.5,Winter,1
314,Computer,1.54,20:26,2023-05-07,-9.8,Spring,1
412,Washing Machine,1.85,04:39,2023-07-15,31.3,Summer,3
44,Oven,1.28,19:35,2023-10-09,8.6,Fall,4
343,Air Conditioning,2.85,14:32,2023-07-30,27.3,Summer,4
406,Fridge,0.47,10:05,2023-09-30,8.5,Summer,3
168,Dishwasher,1.57,15:29,2023-09-01,26.3,Summer,3
26,Dishwasher,0.65,17:01,2023-02-17,1.8,Winter,3
189,Computer,0.7,08:06,2023-07-30,37.6,Summer,5
387,Washing Machine,0.89,11:29,2023-08-10,11.7,Summer,5
171,Air Conditioning,4.49,21:34,2023-03-08,-1.9,Winter,1
346,TV,1.49,02:10,2023-10-06,2.4,Fall,4
482,Washing Machine,1.68,22:29,2023-12-18,33.7,Fall,4
200,Air Conditioning,5.0,00:41,2023-07-17,35.7,Summer,5
389,Washing Machine,0.7,22:37,2023-09-25,22.4,Summer,3
32,TV,1.37,23:08,2023-02-24,7.1,Winter,2
139,Air Conditioning,4.05,12:29,2023-08-13,-1.6,Summer,4
335,Air Conditioning,3.75,01:45,2023-04-06,10.8,Spring,1
432,Microwave,0.67,12:52,2023-03-01,-6.0,Winter,2
164,Washing Machine,0.21,20:05,2023-08-02,2.8,Summer,4
376,Dishwasher,0.3,10:45,2023-07-03,-9.8,Summer,4
299,Lights,1.36,04:53,2023-06-22,28.3,Spring,1
401,Oven,1.5,08:44,2023-04-22,30.2,Spring,4
71,Fridge,0.27,03:06,2023-03-13,15.4,Winter,1
111,Heater,2.92,18:15,2023-10-21,5.3,Fall,3
326,Dishwasher,1.36,14:57,2023-10-24,6.5,Fall,1
286,Fridge,0.25,08:55,2023-05-11,9.2,Spring,5
431,Microwave,1.59,14:54,2023-02-22,23.5,Winter,1
318,TV,1.2,07:13,2023-08-26,37.2,Summer,1
396,TV,1.38,01:13,2023-09-10,22.2,Summer,3
230,Air Conditioning,3.25,19:27,2023-07-18,38.1,Summer,1
81,Fridge,0.39,04:20,2023-03-11,16.2,Winter,1
156,Computer,0.77,20:04,2023-05-08,-6.5,Spring,4
482,Microwave,1.11,03:37,2023-10-29,3.3,Fall,2
164,Computer,0.81,22:46,2024-01-01,-9.6,Winter,5
53,Oven,1.63,16:04,2023-11-06,19.8,Fall,1
333,Air Conditioning,4.68,15:26,2023-02-05,32.1,Winter,1
426,Heater,3.46,10:48,2023-03-10,31.6,Winter,1
387,Oven,1.98,12:37,2023-01-21,20.0,Winter,4
107,Computer,0.51,20:00,2023-10-07,4.6,Fall,1
155,Air Conditioning,3.51,15:47,2023-10-03,34.1,Fall,1
307,Computer,0.69,13:05,2023-09-26,20.6,Summer,4
57,Air Conditioning,4.78,02:38,2023-07-11,20.1,Summer,3
151,Oven,0.48,11:12,2023-11-15,13.0,Fall,2
353,Washing Machine,0.88,16:26,2023-05-11,3.5,Spring,3
275,Computer,1.8,17:41,2023-06-09,-6.0,Spring,5
350,Microwave,1.5,05:07,2023-08-25,-3.2,Summer,2
82,Dishwasher,1.77,17:50,2023-08-17,34.3,Summer,1
332,Heater,4.5,16:29,2023-09-22,2.8,Summer,3
179,Microwave,1.55,05:02,2023-12-04,15.1,Fall,2
336,Fridge,0.26,11:46,2023-12-24,22.2,Fall,1
154,Heater,2.79,10:31,2023-07-17,20.2,Summer,1
452,Microwave,1.8,18:54,2023-04-08,11.4,Spring,4
379,Washing Machine,0.91,02:47,2023-04-29,-8.8,Spring,5
98,TV,1.8,10:25,2023-04-02,34.7,Spring,2
323,Heater,2.35,11:34,2023-12-12,35.9,Fall,1
192,Washing Machine,0.96,12:08,2023-08-13,1.6,Summer,3
415,Washing Machine,1.89,01:54,2023-04-24,29.7,Spring,4
136,Computer,1.36,16:37,2023-08-20,5.6,Summer,4
500,Fridge,0.41,09:56,2023-09-09,6.8,Summer,1
435,Air Conditioning,2.05,19:12,2023-01-04,4.6,Winter,5
426,Computer,0.53,19:32,2023-12-15,-0.4,Fall,3
357,Dishwasher,1.0,08:54,2023-03-10,14.1,Winter,1
489,Fridge,0.5,07:37,2023-10-05,29.2,Fall,4
212,Lights,1.29,19:08,2023-04-19,4.3,Spring,4
383,TV,0.8,18:21,2023-05-16,29.1,Spring,2
204,Computer,1.16,21:38,2023-04-03,13.8,Spring,2
393,Oven,1.16,16:19,2023-03-11,12.5,Winter,1
335,Washing Machine,1.11,16:29,2023-03-06,-7.4,Winter,4
141,Computer,1.7,07:36,2023-11-12,24.9,Fall,1
345,Microwave,0.8,00:59,2023-09-15,29.3,Summer,5
48,Fridge,0.27,18:17,2023-10-07,2.6,Fall,4
313,Dishwasher,1.58,23:06,2023-02-03,17.6,Winter,2
119,Oven,1.2,10:47,2023-02-01,31.6,Winter,1
52,Microwave,0.82,22:27,2023-04-23,7.7,Spring,2
294,Heater,3.75,04:27,2023-03-07,24.6,Winter,5
52,Heater,2.86,09:40,2023-01-01,8.5,Winter,5
114,Heater,3.22,08:08,2023-07-01,29.9,Summer,5
76,Oven,0.62,21:28,2023-10-21,27.0,Fall,4
197,Lights,1.04,11:01,2023-09-25,-2.7,Summer,5
126,Computer,0.73,22:52,2023-02-18,-1.9,Winter,3
473,Microwave,0.37,23:00,2023-04-14,39.2,Spring,4
9,Washing Machine,1.35,06:06,2023-03-09,36.6,Winter,3
78,Microwave,0.9,19:25,2023-06-30,30.8,Spring,2
52,Microwave,1.5,03:49,2023-02-05,30.3,Winter,4
431,Air Conditioning,4.55,05:11,2023-04-02,-2.7,Spring,2
351,Oven,1.27,23:59,2023-01-12,30.5,Winter,1
433,Oven,0.73,12:15,2023-10-13,18.7,Fall,2
432,Fridge,0.48,09:48,2023-01-16,27.4,Winter,3
94,Air Conditioning,4.88,20:42,2023-12-26,5.4,Fall,3
96,Oven,1.91,19:27,2023-05-11,6.9,Spring,4
13,Heater,3.73,15:39,2023-04-01,-2.5,Spring,4
391,Washing Machine,1.59,08:40,2023-05-05,0.4,Spring,5
356,Microwave,0.33,19:25,2023-04-14,27.4,Spring,5
233,Oven,1.98,14:08,2023-07-19,-5.3,Summer,1
19,TV,0.2,12:42,2023-05-23,0.3,Spring,5
61,Microwave,0.63,10:09,2023-07-01,24.2,Summer,5
7,Oven,1.99,11:21,2023-03-28,-3.3,Winter,3
151,Air Conditioning,2.17,20:29,2023-02-16,-6.6,Winter,2
114,Computer,1.87,22:47,2023-10-21,6.1,Fall,4
365,Air Conditioning,3.65,17:51,2023-01-18,-5.4,Winter,4
179,Fridge,0.35,23:07,2023-08-30,29.1,Summer,3
219,Air Conditioning,3.19,00:16,2023-11-22,1.3,Fall,2
114,Heater,2.62,16:00,2023-08-19,14.5,Summer,1
246,Air Conditioning,4.54,05:26,2023-03-10,21.2,Winter,4
378,TV,0.46,21:58,2023-07-15,38.9,Summer,3
283,Microwave,1.33,20:06,2023-03-04,33.2,Winter,3
44,Fridge,0.16,18:40,2023-05-19,-2.2,Spring,5
310,Fridge,0.32,22:47,2023-04-13,27.5,Spring,4
490,Oven,1.2,16:18,2023-07-16,5.7,Summer,2
137,Oven,1.48,19:00,2023-01-21,11.2,Winter,3
209,Washing Machine,0.25,07:22,2023-06-02,35.7,Spring,2
130,Fridge,0.47,22:06,2023-11-01,3.7,Fall,5
8,Fridge,0.23,19:08,2023-11-18,29.7,Fall,5
194,Lights,0.39,11:21,2023-07-18,14.4,Summer,5
248,Fridge,0.29,21:15,2023-12-25,-8.1,Fall,3
77,Oven,0.47,04:15,2023-10-24,-7.7,Fall,2
197,Washing Machine,0.88,05:47,2023-08-14,-2.4,Summer,3
48,Heater,4.24,05:49,2023-01-13,30.4,Winter,3
103,Lights,1.37,14:52,2023-10-02,-9.7,Fall,2
425,Computer,1.07,03:45,2023-09-30,4.8,Summer,3
500,Dishwasher,0.26,18:37,2023-11-07,22.5,Fall,1
20,Heater,2.58,12:25,2023-12-18,4.5,Fall,2
228,TV,0.47,00:54,2023-09-20,15.2,Summer,3
212,Lights,1.41,01:43,2023-11-02,9.0,Fall,5
382,Computer,1.61,00:19,2023-10-16,17.8,Fall,4
302,Heater,2.6,13:58,2023-06-27,39.5,Spring,3
148,TV,1.03,17:13,2023-04-17,23.3,Spring,5
287,Air Conditioning,2.77,09:20,2023-04-09,-4.2,Spring,2
202,Lights,1.7,07:55,2023-04-19,8.9,Spring,1
416,Fridge,0.23,23:41,2023-03-20,31.4,Winter,5
356,Heater,3.25,18:26,2023-11-15,19.5,Fall,5
48,Oven,1.2,10:03,2023-10-25,8.5,Fall,5
477,Oven,0.5,01:26,2023-08-15,9.2,Summer,4
446,Computer,1.88,00:53,2023-11-01,-2.3,Fall,1
7,Washing Machine,0.25,04:58,2023-07-17,9.8,Summer,1
360,Fridge,0.18,16:29,2023-05-16,15.3,Spring,5
17,Fridge,0.39,14:31,2023-10-02,0.4,Fall,4
417,Lights,1.92,18:32,2023-10-17,-6.5,Fall,1
222,Air Conditioning,3.19,19:27,2023-07-11,-5.2,Summer,4
473,Computer,0.94,21:50,2023-06-24,27.3,Spring,1
294,Microwave,1.84,06:27,2023-06-20,-4.7,Spring,1
77,Washing Machine,1.54,15:06,2023-09-05,-9.5,Summer,5
142,Computer,0.87,16:13,2023-09-10,26.9,Summer,2
384,TV,0.32,01:28,2023-01-16,11.6,Winter,4
485,Lights,0.74,11:52,2023-09-10,22.5,Summer,1
475,Computer,1.2,04:23,2023-03-17,24.7,Winter,1
115,Air Conditioning,2.14,06:27,2023-12-17,5.8,Fall,1
219,Dishwasher,0.99,06:24,2023-08-01,32.9,Summer,2
107,Microwave,0.84,15:59,2023-03-08,-1.2,Winter,2
418,Washing Machine,1.37,14:31,2023-09-13,-6.9,Summer,4
311,Computer,1.68,21:47,2023-07-13,16.4,Summer,3
124,Fridge,0.24,00:24,2023-06-07,-2.8,Spring,1
326,Microwave,0.22,12:42,2023-11-06,21.0,Fall,3
262,Heater,3.52,02:30,2023-12-12,12.6,Fall,5
165,Oven,1.26,01:48,2023-06-20,19.4,Spring,2
479,Oven,0.26,15:45,2023-02-17,1.4,Winter,5
11,Washing Machine,1.37,16:47,2023-08-04,37.1,Summer,1
30,Computer,1.01,22:23,2023-01-17,7.8,Winter,3
234,Lights,0.52,07:43,2023-07-21,35.3,Summer,3
263,Dishwasher,1.08,21:10,2023-06-18,20.3,Spring,4
106,Lights,0.95,04:51,2023-05-25,0.9,Spring,5
243,Microwave,0.45,04:19,2023-02-16,-7.9,Winter,5
284,Fridge,0.38,01:52,2023-02-03,-0.9,Winter,5
403,Oven,1.19,02:22,2023-12-17,-9.7,Fall,1
407,Oven,0.5,09:32,2023-05-08,-2.5,Spring,3
112,Fridge,0.15,21:05,2023-05-18,22.3,Spring,1
232,Washing Machine,0.37,01:32,2023-03-31,-8.0,Winter,3
231,Fridge,0.36,18:04,2023-07-17,-1.8,Summer,2
261,Air Conditioning,2.17,20:07,2023-01-07,21.8,Winter,1
120,Air Conditioning,3.74,21:57,2023-09-21,5.4,Summer,5
226,Lights,0.81,18:18,2023-08-19,32.3,Summer,4
111,Air Conditioning,4.52,20:04,2023-05-14,27.9,Spring,1
140,Computer,0.55,11:32,2023-09-03,7.1,Summer,3
120,Computer,0.82,04:56,2023-02-17,11.4,Winter,2
109,Oven,0.84,01:42,2023-09-02,15.6,Summer,2
117,Fridge,0.48,16:11,2023-05-25,18.0,Spring,2
177,Oven,0.78,03:03,2023-11-20,31.5,Fall,4
96,Lights,0.54,04:05,2023-03-05,-0.0,Winter,4
80,Dishwasher,1.37,02:12,2023-12-29,11.6,Fall,4
469,Fridge,0.16,15:20,2023-08-11,31.7,Summer,3
283,Washing Machine,1.92,22:13,2023-11-24,10.0,Fall,5
337,Microwave,0.23,00:33,2023-11-12,9.3,Fall,4
16,Microwave,0.77,00:28,2023-05-06,30.3,Spring,4
27,Oven,0.81,14:45,2023-05-29,15.3,Spring,5
395,Oven,1.65,12:10,2023-01-19,26.4,Winter,1
239,Washing Machine,1.76,06:29,2023-01-05,-3.4,Winter,5
172,Dishwasher,1.55,11:50,2023-10-22,0.1,Fall,5
120,Fridge,0.21,18:35,2023-04-14,24.2,Spring,2
244,Computer,0.97,21:45,2023-02-08,35.6,Winter,4
462,Dishwasher,1.45,10:45,2023-02-25,3.0,Winter,3
252,Dishwasher,1.32,02:04,2023-11-01,29.0,Fall,2
64,Computer,0.72,12:32,2023-10-14,3.5,Fall,5
60,Air Conditioning,4.01,00:57,2023-02-17,8.9,Winter,2
237,Washing Machine,1.69,18:44,2023-08-01,3.3,Summer,1
463,Microwave,0.98,14:09,2023-11-12,-8.1,Fall,2
446,Air Conditioning,2.54,01:35,2023-06-19,30.7,Spring,3
125,Microwave,1.76,03:32,2023-07-24,-3.0,Summer,2
497,Lights,1.79,00:56,2023-08-19,9.9,Summer,1
201,Oven,1.56,13:50,2023-09-22,30.6,Summer,4
13,Microwave,1.49,00:04,2023-08-18,22.7,Summer,5
447,Dishwasher,0.49,05:41,2023-10-21,-1.2,Fall,4
19,Air Conditioning,4.69,21:09,2023-09-20,39.5,Summer,5
341,Lights,0.61,12:29,2023-03-18,-8.0,Winter,1
460,Fridge,0.34,16:23,2023-07-20,34.0,Summer,2
316,Air Conditioning,3.11,07:56,2023-10-06,-2.2,Fall,3
392,Washing Machine,1.58,19:38,2023-08-27,34.1,Summer,2
306,Fridge,0.29,21:10,2023-03-10,38.1,Winter,4
339,Lights,1.58,22:04,2023-02-22,9.7,Winter,1
400,Oven,1.36,05:38,2023-09-04,29.9,Summer,5
3,Oven,1.56,15:14,2023-05-17,24.4,Spring,3
225,Oven,0.97,07:39,2023-10-02,-7.9,Fall,3
127,Computer,0.39,05:23,2023-08-07,39.4,Summer,4
135,Washing Machine,0.81,21:14,2023-11-11,25.7,Fall,3
374,Heater,4.24,04:33,2023-02-01,38.4,Winter,1
171,Air Conditioning,2.56,11:35,2023-04-19,27.1,Spring,4
62,Washing Machine,1.9,19:29,2023-07-29,18.7,Summer,3
114,Fridge,0.4,11:15,2023-08-09,-4.4,Summer,1
289,Air Conditioning,4.71,16:45,2023-05-08,-8.0,Spring,2
97,Heater,3.07,21:33,2023-12-03,-0.1,Fall,2
97,Oven,1.33,23:58,2023-04-18,12.9,Spring,3
257,Dishwasher,1.4,23:19,2023-02-08,-4.5,Winter,4
85,Lights,0.76,03:49,2023-12-02,-1.1,Fall,5
111,Oven,1.45,13:59,2023-03-08,34.0,Winter,4
